name,size,color,unit_price,barcode,product_code
Zumba X Peanuts Sleep Shirt,S,Viva La Red,35.00,888562430790,Z1T000628 : Z1T000628-S-VILR
Zumba Upbeat Essentials Cargo Pants,XXL,Orange You Hot,50.00,888562433289,Z1B000338 : Z1B000338-XXL-ORYH
Zumba Upbeat Essentials Cargo Pants,XXL,Sunny Daze,50.00,888562433517,Z1B000338 : Z1B000338-XXL-SUND
Zumba Vibrant Bra,XXL,Bold Black,40.00,888562431964,Z1T000532 : Z1T000532-XXL-BBLK
Zumba Vibrant Muscle Tank,XXL,Bold Black,25.00,888562432329,Z1T000535 : Z1T000535-XXL-BBLK
Zumba Palm Party High Waisted Ankle Legging,XL,Bold Black,40.00,888562435009,Z1B000341 : Z1B000341-XL-BBLK
Zumba Beach Bash Front Tie Tee,XS,Bold Black,15.00,888562434545,Z1T000550 : Z1T000550-XS-BBLK
Zumba Beach Bash Tee,XS/S,Bold Black,25.00,888562435504,Z3T000197 : Z3T000197-XS/S-BBLK
Retro Zumba Track Pants,XXL,Bold Black,50.00,888562441499,Z1B000364 : Z1B000364-XXL-BBLK
Retro Beat Muscle Tank,XL,Bold Black,25.00,888562440041,Z1T000582 : Z1T000582-XL-BBLK
Zumba Fired Up Loose Tank,S,Seaside Surf,25.00,888562447880,Z1T000646 : Z1T000646-S-SSUR
Zumba Fired Up Loose Tank,XS,Seaside Surf,25.00,888562447873,Z1T000646 : Z1T000646-XS-SSUR
Zumba Too Cool Mesh Top,L,Get in Lime,40.00,888562448320,Z1T000649 : Z1T000649-L-GILM
Zumba Too Cool Mesh Top,XL,Get in Lime,40.00,888562448337,Z1T000649 : Z1T000649-XL-GILM
Zumba Too Cool Top,XL,Wear It Out White,35.00,888562448429,Z1T000651 : Z1T000651-XL-WEOW
Zumba Too Cool Top,XXL,Wear It Out White,35.00,888562448436,Z1T000651 : Z1T000651-XXL-WEOW
Fierce And Fired Up Tee,XL/XXL,Wear It Out White,25.00,888562449303,Z3T000220 : Z3T000220-XL/XXL-WEOW
Zumba Animal Expedition High Waisted Biker Shorts,XL,Pampas Tan,40.00,888562445428,Z1B000369 : Z1B000369-XL-PAMP
Zumba Animal Expedition High Waisted Biker Shorts,XXL,Pampas Tan,40.00,888562445435,Z1B000369 : Z1B000369-XXL-PAMP
Zumba Animal Expedition High Waisted Ankle Leggings,XXL,Pampas Tan,50.00,888562445619,Z1B000373 : Z1B000373-XXL-PAMP
Zumba Animal Expedition Cargo Pants,XXL,Pampas Tan,50.00,888562449686,Z1B000463 : Z1B000463-XXL-PAMP
Zumba Tropidelic Reversible Bra,XXL,Multi,40.00,888562444117,Z1T000593 : Z1T000593-XXL-MULT
Zumba Tropidelic Muscle Tank,XXL,Wear It Out White,30.00,888562444773,Z1T000601 : Z1T000601-XXL-WEOW
Zumba Animal Expedition Long Sleeve Crop Top,XXL,Pampas Tan,40.00,888562445015,Z1T000606 : Z1T000606-XXL-PAMP
Zumba Tropidelic Mesh Shorts,XL,Multi,40.00,888562445992,Z2B000046 : Z2B000046-XL-MULT
No Judgement Just Joy High Waisted Crop Leggings,XL,Wear It Out White,40.00,888562446517,Z1B000388 : Z1B000388-XL-WEOW
No Judgement Just Joy High Waisted Crop Leggings,XXL,Wear It Out White,40.00,888562446524,Z1B000388 : Z1B000388-XXL-WEOW
Zumba Joy Tank,XL,Wear It Out White,35.00,888562446159,Z1T000613 : Z1T000613-XL-WEOW
Zumba Joy Tank,XXL,Wear It Out White,35.00,888562446166,Z1T000613 : Z1T000613-XXL-WEOW
Zumba Unite Tee,XL/XXL,Wear It Out White,25.00,888562446555,Z3T000211 : Z3T000211-XL/XXL-WEOW
I Love Zumba Unisex Tee,XS/S,Wear It Out White,25.00,888562459067,Z3T000258 : Z3T000258-XS/S-WEOW
ZW X GW Mock Neck Woven Cargo Jumpsuit,XS,Olive You,50.00,888562460087,Z1B000511 : Z1B000511-XS-OLYU
ZW X GW Mock Neck Woven Cargo Jumpsuit,S,Olive You,50.00,888562460094,Z1B000511 : Z1B000511-S-OLYU
Zumba Prep High Waist Flared Sweatpants,XL,Very Verde,50.00,888562454314,Z1B000429 : Z1B000429-XL-VERV
Zumba Prep High Waist Flared Sweatpants,XXL,Very Verde,50.00,888562454321,Z1B000429 : Z1B000429-XXL-VERV
Zumba Prep Men's Pullover Sweatshirt,XS,Very Verde,40.00,888562454772,Z2T000053 : Z2T000053-XS-VERV
Zumba Prep Men's Pullover Sweatshirt,S,Very Verde,40.00,888562454789,Z2T000053 : Z2T000053-S-VERV
Strong ID Electric High Waisted Biker Shorts With Pockets,S,Bold Black,40.00,888562462340,S1B000054 : S1B000054-S-BBLK
Strong ID Electric High Waisted Biker Shorts With Pockets,XL,Bold Black,40.00,888562462371,S1B000054 : S1B000054-XL-BBLK
Strong ID Electric Fitted Short Sleeve Top,S,Bold Black,35.00,888562437676,S1T000067 : S1T000067-S-BBLK
Strong ID Electric Fitted Short Sleeve Top,XS,Bold Black,35.00,888562437669,S1T000067 : S1T000067-XS-BBLK
Strong ID Electric Men's Wide Shoulder Tank,XL,Blue Lightning,30.00,888562462555,S2T000016 : S2T000016-XL-BLLI
Zumba Prep High Waisted Ankle Leggings - Very Verde,S,Very Verde,50.00,888562453928,Z1B000423 : Z1B000423-S-VERV
Zumba Prep High Waisted Ankle Leggings - Very Verde,XS,Very Verde,50.00,888562453911,Z1B000423 : Z1B000423-XS-VERV
Zumba Prep Crop Tank With Shelf Bra,XXL,Very Verde,35.00,888562451689,Z1T000671 : Z1T000671-XXL-VERV
ZW X GW Extended Shoulder Loose Tank,XL,Wear It Out White,35.00,888562459555,Z1T000791 : Z1T000791-XL-WEOW
ZW X GW Extended Shoulder Loose Tank,XXL,Wear It Out White,35.00,888562459562,Z1T000791 : Z1T000791-XXL-WEOW
ZW X GW Men's Mesh Short With Bottom Trim,L,Bold Black,50.00,888562460469,Z2B000064 : Z2B000064-L-BBLK
ZW X GW Men's Mesh Short With Bottom Trim,S,Bold Black,50.00,888562460445,Z2B000064 : Z2B000064-S-BBLK
ZW X GW Unisex Oversized Crew Neck Top,S,Bold Black,50.00,888562460155,Z3T000260 : Z3T000260-S-BBLK
ZW X GW Unisex Oversized Crew Neck Top,XS,Bold Black,50.00,888562460148,Z3T000260 : Z3T000260-XS-BBLK
